39,1,2013-09-02 13:32:00,2013-09-02,13:32:00,13,201339061535,5200 BLOCK LAURENS ST,700,37300,Motor Vehicle Theft,37300,-75.17541976,40.02295319
15,1,2013-09-02 14:07:00,2013-09-02,14:07:00,14,201315083962,4700 BLOCK MELVALE ST,600,37506,Theft from Vehicle,37506,-75.06647261,40.00032794
06,1,2013-09-02 14:40:00,2013-09-02,14:40:00,14,201306046145,600 BLOCK N 5TH ST,600,13072,Theft from Vehicle,13072,-75.14656975,39.96270172
15,1,2013-09-02 15:08:00,2013-09-02,15:08:00,15,201315083913,5000 BLOCK FRANKFORD AV,300,283491,Robbery No Firearm,283491,-75.07989336,40.02095867
15,1,2013-09-02 15:15:00,2013-09-02,15:15:00,15,201315083915,4700 BLOCK FRANKFORD AVE,300,12720,Robbery No Firearm,12720,-75.08368824,40.01686274
02,1,2013-09-02 16:21:00,2013-09-02,16:21:00,16,201302057472,2000 BLOCK GLENVIEW ST,600,10242,Theft from Vehicle,10242,-75.06600513,40.04178016
07,1,2013-09-02 16:24:00,2013-09-02,16:24:00,16,201307027703,8200 BLOCK JEANES ST,600,6224,Theft from Vehicle,6224,-75.08003173,40.07930746
24,1,2013-09-02 16:31:00,2013-09-02,16:31:00,16,201324078035,4100 BLOCK K ST,600,18099,Thefts,18099,-75.10455175,40.00950738
14,1,2013-09-02 16:35:00,2013-09-02,16:35:00,16,201314065565,6900 BLOCK N 19TH ST,500,163347,Burglary Residential,163347,-75.14814632,40.06106163
24,1,2013-09-02 16:36:00,2013-09-02,16:36:00,16,201324078045,1500 BLOCK E WINGOHOCKING ST,600,32487,Thefts,32487,-75.09681054,40.01400943
01,1,2013-09-02 16:46:00,2013-09-02,16:46:00,16,201301034542,2000 BLOCK OREGON AV,600,13577,Thefts,13577,-75.18121004,39.91821072
12,1,2013-09-02 17:22:00,2013-09-02,17:22:00,17,Confidential,8100 BLOCK LINDBERGH BLVD,200,27473,Rape,27473,-75.24745993,39.90236339
24,1,2013-09-02 17:53:00,2013-09-02,17:53:00,17,201324078075,800 BLOCK E WESTMORELAND ST,400,33520,Aggravated Assault No Firearm,33520,-75.11438272,39.99830651
19,1,2013-09-02 18:07:00,2013-09-02,18:07:00,18,201319075718,6500 BLOCK HAVERFORD AV,600,32486,Thefts,32486,-75.25061926,39.97211372
35,1,2013-09-02 18:12:00,2013-09-02,18:12:00,18,201335066871,100 BLOCK W OLNEY AV ,700,21033,Recovered Stolen Motor Vehicle,21033,-75.12349062,40.03557648
39,1,2013-09-02 18:52:00,2013-09-02,18:52:00,18,201339061582,3000 BLOCK LINCOLN DR,600,27045,Theft from Vehicle,27045,-75.18895814,40.02928223
18,1,2013-09-02 19:01:00,2013-09-02,19:01:00,19,201318051705,6000 BLOCK ELLSWORTH ST,500,10099,Burglary Residential,10099,-75.24481762,39.9473088
14,1,2013-09-02 19:06:00,2013-09-02,19:06:00,19,201314065587,7200 BLOCK OGONTZ AV,600,18450,Thefts,18450,-75.15359691,40.06426533
24,1,2013-09-02 19:50:00,2013-09-02,19:50:00,19,201324078097,3300 BLOCK JASPER ST,400,39643,Aggravated Assault No Firearm,39643,-75.10865446,39.99710091
35,1,2013-09-02 19:51:00,2013-09-02,19:51:00,19,201335066892,5700 BLOCK N LAWRENCE ST,400,58348,Aggravated Assault No Firearm,58348,-75.12894378,40.03860805
35,1,2013-09-02 19:52:00,2013-09-02,19:52:00,19,201335066889,N 5TH ST  / W GODFREY AV,600,23517,Thefts,23517,-75.12849653,40.04562751
19,1,2013-09-02 20:24:00,2013-09-02,20:24:00,20,201319075785,2000 BLOCK N WANAMAKER ST,600,508565,Thefts,508565,-75.23739073,39.98517188
15,1,2013-09-02 20:34:00,2013-09-02,20:34:00,20,201315084004,4900 BLOCK HORROCKS ST,400,511379,Aggravated Assault No Firearm,511379,-75.08782024,40.02234415
14,1,2013-09-02 20:37:00,2013-09-02,20:37:00,20,201314065606,1100 BLOCK E SHARPNACK STOWBER AVE,400,38046,Aggravated Assault Firearm,38046,-75.16881567,40.065581
24,1,2013-09-02 20:43:00,2013-09-02,20:43:00,20,201324078116,3700 BLOCK K ST,700,176335,Recovered Stolen Motor Vehicle,176335,-75.10586644,40.00345245
18,1,2013-09-02 21:36:00,2013-09-02,21:36:00,21,201318051727,500 BLOCK COBBS CREEK PKW CEDAR AV,700,24767,Recovered Stolen Motor Vehicle,24767,-75.24849091,39.95471072
06,1,2013-09-02 21:37:00,2013-09-02,21:37:00,21,201306046209,900 BLOCK OGDEN PL,400,31437,Aggravated Assault No Firearm,31437,-75.15261137,39.96775859
03,1,2013-09-02 22:06:00,2013-09-02,22:06:00,22,201303054650,FITZWATER ST  / E PASSYUNK AV,600,26006,Thefts,26006,-75.1517741,39.93954955
22,1,2013-09-02 22:10:00,2013-09-02,22:10:00,22,201322072008,1300 BLOCK W NORRIS ST,600,4972,Thefts,4972,-75.15572961,39.98310975
15,1,2013-09-02 22:54:00,2013-09-02,22:54:00,22,201315084040,4600 BLOCK FRANKFORD AV,300,215986,Robbery No Firearm,215986,-75.08392745,40.01658876
24,1,2013-09-02 23:12:00,2013-09-02,23:12:00,23,201324078164,3500 BLOCK FRANKFORD AVE,400,17233,Aggravated Assault No Firearm,17233,-75.10340204,39.99684737
19,1,2013-09-02 23:15:00,2013-09-02,23:15:00,23,201319075835,6300 BLOCK W GIRARD AV,600,516830,Thefts,516830,-75.245534,39.97046213
